date,P,T,E,Q,Qmm
06/07/1985,3.7,17.1,3.8,2300,0.552
07/07/1985,0.1,17.1,3.8,1740,0.4176
08/07/1985,9.8,16.8,3.7,1740,0.4176
09/07/1985,0,18.3,4,2470,0.5928
10/07/1985,0.1,19,4.1,1480,0.3552
11/07/1985,0,19.6,4.2,1260,0.3024
12/07/1985,0,17.7,3.9,1150,0.276
13/07/1985,4.9,18.4,4,1040,0.2496
14/07/1985,9.5,16.8,3.7,1260,0.3024
15/07/1985,1.6,15.9,3.6,1610,0.3864
16/07/1985,9.6,13.2,3.1,1870,0.4488
17/07/1985,2.2,14.7,3.3,2000,0.48
18/07/1985,0.1,15.6,3.5,1480,0.3552
19/07/1985,0,15.5,3.4,1370,0.3288
20/07/1985,2.3,18.2,3.9,1150,0.276
21/07/1985,4.8,16,3.5,1150,0.276
22/07/1985,2.7,14.7,3.3,1260,0.3024
23/07/1985,10.7,13.7,3.1,1370,0.3288
24/07/1985,45,12.9,2.9,2130,0.5112
25/07/1985,15.8,13.7,3.1,23500,5.64
26/07/1985,0,13.4,3,25500,6.12
27/07/1985,0,13.7,3,19700,4.728
28/07/1985,0,12,2.7,14100,3.384
29/07/1985,5.6,13,2.9,8000,1.92
30/07/1985,0.9,15.6,3.3,14100,3.384
31/07/1985,0.8,17.7,3.7,8700,2.088
01/08/1985,13.9,17.1,3.5,6600,1.584
02/08/1985,1.8,16.8,3.4,9500,2.28
03/08/1985,9.3,16.8,3.4,7250,1.74
04/08/1985,4.8,16,3.3,6600,1.584
05/08/1985,0,18.4,3.7,5950,1.428
06/08/1985,0.3,23.1,4.4,4310,1.0344
07/08/1985,1.6,17.2,3.4,4050,0.972
08/08/1985,0,15.4,3.1,3630,0.8712
09/08/1985,0,17.1,3.4,3420,0.8208
10/08/1985,0,22.8,4.2,2820,0.6768
11/08/1985,0.3,22.9,4.2,2130,0.5112
12/08/1985,0,21.7,4,2000,0.48
13/08/1985,0.1,22.6,4.1,1870,0.4488
14/08/1985,0.7,22.1,4,2000,0.48
15/08/1985,2.7,21.1,3.9,1870,0.4488
16/08/1985,0.6,20.2,3.7,2300,0.552
17/08/1985,0,21.1,3.8,2000,0.48
18/08/1985,0,21.8,3.9,1370,0.3288
19/08/1985,0,22.8,4,1370,0.3288
20/08/1985,0,23,4,1370,0.3288
21/08/1985,0,22.2,3.9,1260,0.3024
22/08/1985,0,20.7,3.6,1150,0.276
23/08/1985,3.3,19.2,3.4,1150,0.276
24/08/1985,3.3,17.4,3.1,1260,0.3024
25/08/1985,0.9,17,3,1260,0.3024
26/08/1985,0.1,16.5,3,1040,0.2496
27/08/1985,7.7,16.8,3,1260,0.3024
28/08/1985,1.7,14.9,2.7,1480,0.3552
29/08/1985,0,13.9,2.5,1480,0.3552
30/08/1985,5.8,14.1,2.5,1480,0.3552
31/08/1985,0,11.1,2.1,1610,0.3864
01/09/1985,0,12.7,2.3,1370,0.3288
02/09/1985,0,16.8,2.8,1150,0.276
03/09/1985,0,20.5,3.3,1150,0.276
04/09/1985,0,21.5,3.4,845,0.2028
05/09/1985,0,20.9,3.3,845,0.2028
06/09/1985,0,20.4,3.2,760,0.1824
07/09/1985,0,19.9,3.1,760,0.1824
08/09/1985,0,20,3.1,680,0.1632
09/09/1985,1.3,18,2.8,595,0.1428
10/09/1985,0,15.5,2.5,595,0.1428
11/09/1985,0,14.9,2.4,595,0.1428
12/09/1985,0,15.8,2.5,595,0.1428
13/09/1985,1.6,17.7,2.7,680,0.1632
14/09/1985,0,19.4,2.8,595,0.1428
15/09/1985,5.2,21,3,510,0.1224
16/09/1985,0.8,18.2,2.6,425,0.102
17/09/1985,22.3,14.9,2.2,425,0.102
18/09/1985,0,10.6,1.7,1150,0.276
19/09/1985,0.6,13.7,2.1,1040,0.2496
20/09/1985,32.3,18.3,2.5,845,0.2028
21/09/1985,2.8,13.1,2,3840,0.9216
22/09/1985,3.1,10.5,1.7,2130,0.5112
23/09/1985,0.6,8.4,1.4,1740,0.4176
24/09/1985,0,7.4,1.3,1150,0.276
25/09/1985,0,8.1,1.4,930,0.2232
26/09/1985,0,8.5,1.4,845,0.2028
27/09/1985,0.2,9.9,1.5,845,0.2028
28/09/1985,0.6,12.5,1.8,760,0.1824
29/09/1985,10.3,9.6,1.4,680,0.1632
30/09/1985,1.6,6.9,1.2,930,0.2232
01/10/1985,0.9,7.3,1.2,760,0.1824
02/10/1985,6.6,7.4,1.2,845,0.2028
03/10/1985,0.9,10.5,1.5,845,0.2028
04/10/1985,0,10.4,1.4,760,0.1824
05/10/1985,6.3,13.9,1.7,760,0.1824
06/10/1985,1.4,12.8,1.6,845,0.2028
07/10/1985,1,8.9,1.2,760,0.1824
08/10/1985,0.7,9.3,1.3,680,0.1632
09/10/1985,0,9.6,1.3,680,0.1632
10/10/1985,0,9.3,1.2,680,0.1632
11/10/1985,0,8.6,1.2,680,0.1632
12/10/1985,0.1,7.3,1,680,0.1632
13/10/1985,9.2,9.6,1.2,2000,0.48
14/10/1985,15.1,12.5,1.4,3000,0.72
15/10/1985,6.8,12,1.4,3840,0.9216
16/10/1985,5.2,12.1,1.3,3000,0.72
17/10/1985,5.7,8.8,1.1,2820,0.6768
18/10/1985,0,4.4,0.7,2820,0.6768
19/10/1985,0,2.2,0.5,2820,0.6768
20/10/1985,0,5.6,0.8,2820,0.6768
21/10/1985,2.8,7.5,0.9,2820,0.6768
22/10/1985,0,3,0.6,2820,0.6768
23/10/1985,1.3,4.4,0.7,2820,0.6768
24/10/1985,0,4.4,0.7,2820,0.6768
25/10/1985,0,1.2,0.4,2820,0.6768
26/10/1985,0,2.1,0.5,2820,0.6768
27/10/1985,0,5.5,0.7,3000,0.72
28/10/1985,0,6.2,0.7,3420,0.8208
29/10/1985,0,3.7,0.6,3630,0.8712
30/10/1985,0,2.9,0.5,3420,0.8208
31/10/1985,0,5,0.6,3210,0.7704
01/11/1985,0,8.5,0.9,3420,0.8208
02/11/1985,0,9,0.9,3210,0.7704
03/11/1985,0,10.9,1,3210,0.7704
04/11/1985,1.2,14.1,1.2,3210,0.7704
05/11/1985,28.1,11.8,1,3840,0.9216
06/11/1985,1.5,3.5,0.5,10700,2.568
07/11/1985,0,0.4,0.3,5350,1.284
08/11/1985,0,2.1,0.4,4050,0.972
09/11/1985,0,5.2,0.6,4570,1.0968
10/11/1985,0.1,5.1,0.6,4310,1.0344
11/11/1985,1.3,3.3,0.5,4050,0.972
12/11/1985,0.1,-0.3,0.3,4830,1.1592
13/11/1985,6.4,5.2,0.6,4310,1.0344
14/11/1985,5.8,9.4,0.8,5350,1.284
15/11/1985,1.2,9.2,0.7,6900,1.656
16/11/1985,1.5,8.8,0.7,5950,1.428
17/11/1985,0,4.9,0.5,5650,1.356
18/11/1985,0,1.6,0.4,4310,1.0344
19/11/1985,0,5.6,0.5,5100,1.224
20/11/1985,0,1.2,0.3,5350,1.284
21/11/1985,0,0.9,0.3,5100,1.224
22/11/1985,0,3.7,0.4,5100,1.224
23/11/1985,0,3.8,0.4,4830,1.1592
24/11/1985,0,4.3,0.5,4310,1.0344
25/11/1985,3.7,3.6,0.4,4310,1.0344
26/11/1985,0.5,0.4,0.3,5350,1.284
27/11/1985,2.5,-3.9,0.1,5100,1.224
28/11/1985,19.1,-3.2,0.1,4570,1.0968
29/11/1985,4.7,1.2,0.3,11100,2.664
30/11/1985,2.2,-1.5,0.2,9100,2.184
01/12/1985,0,-3.4,0.1,7250,1.74
02/12/1985,0,-8.9,0,6300,1.512
03/12/1985,1.6,-8.8,0,6900,1.656
04/12/1985,7.1,-1.3,0.2,8000,1.92
05/12/1985,3.8,2.9,0.3,9900,2.376
06/12/1985,6.7,4.6,0.4,11900,2.856
07/12/1985,7.5,6.4,0.5,12800,3.072
08/12/1985,10.9,6.2,0.5,14500,3.48
09/12/1985,0,-1.4,0.2,21100,5.064
10/12/1985,0,-5.1,0,19700,4.728
11/12/1985,0,-2.1,0.1,18200,4.368
12/12/1985,1.2,-1.4,0.2,15900,3.816
13/12/1985,10.2,2.8,0.3,15400,3.696
14/12/1985,13,5.3,0.4,20100,4.824
15/12/1985,0.1,-2.2,0.1,26000,6.24
16/12/1985,1.5,-0.7,0.2,24500,5.88
17/12/1985,3.2,2.4,0.3,20100,4.824
18/12/1985,0,1.2,0.3,22100,5.304
19/12/1985,0.2,5.5,0.4,18200,4.368
20/12/1985,0.1,10.4,0.6,16300,3.912
21/12/1985,3.5,6.4,0.5,15900,3.816
22/12/1985,3.2,6.3,0.5,12800,3.072
23/12/1985,57,5.9,0.4,13600,3.264
24/12/1985,0.4,5,0.4,78000,18.72
25/12/1985,0.4,3.2,0.3,51500,12.36
26/12/1985,0.8,0.9,0.2,38100,9.144
27/12/1985,0,-0.8,0.2,32500,7.8
28/12/1985,0,-1.3,0.1,30000,7.2
29/12/1985,0,-1.7,0.1,22500,5.4
30/12/1985,0,-1.2,0.2,19700,4.728
31/12/1985,0,-3.1,0.1,18700,4.488
01/01/1986,0.4,-2.5,0.1,13900,3.336
02/01/1986,0,-1.4,0.2,14900,3.576
03/01/1986,0.4,2.6,0.3,12900,3.096
04/01/1986,0.1,5.8,0.5,11400,2.736
05/01/1986,2.6,8.7,0.6,11400,2.736
06/01/1986,0,5.1,0.5,9300,2.232
07/01/1986,0.5,7.1,0.5,9300,2.232
08/01/1986,7.1,5.6,0.5,10100,2.424
09/01/1986,10.3,6.1,0.5,13400,3.216
10/01/1986,2.1,4.1,0.4,11900,2.856
11/01/1986,0.8,9.3,0.6,12900,3.096
12/01/1986,0,9.6,0.7,9300,2.232
13/01/1986,0.3,8.5,0.6,9300,2.232
14/01/1986,0.1,7.8,0.6,9750,2.34
15/01/1986,0.3,9.4,0.7,9300,2.232
16/01/1986,0.4,9.9,0.7,9300,2.232
17/01/1986,0,3.4,0.4,8500,2.04
18/01/1986,2.3,3.7,0.4,8500,2.04
19/01/1986,0.7,4.3,0.5,7400,1.776
20/01/1986,0,2.7,0.4,6350,1.524
21/01/1986,0.1,1.6,0.3,5350,1.284
22/01/1986,0,2.2,0.4,4790,1.1496
23/01/1986,0.1,2.1,0.4,4790,1.1496
24/01/1986,2,2.7,0.4,4230,1.0152
25/01/1986,0,1.3,0.3,4510,1.0824
26/01/1986,4.6,5,0.5,3050,0.732
27/01/1986,0.8,3.1,0.4,3270,0.7848
28/01/1986,7.5,6.1,0.6,3720,0.8928
29/01/1986,3.6,3.2,0.5,5700,1.368
30/01/1986,2.4,4.4,0.5,8500,2.04
31/01/1986,2,6.5,0.6,6650,1.596
01/02/1986,7.5,6.4,0.6,6000,1.44
02/02/1986,7.3,3.4,0.5,10500,2.52
03/02/1986,5.5,2.4,0.4,10500,2.52
04/02/1986,6,1.1,0.4,11900,2.856
05/02/1986,20.4,6,0.7,13900,3.336
06/02/1986,8.2,4.6,0.6,20600,4.944
07/02/1986,1.8,1.2,0.4,26400,6.336
08/02/1986,0.2,2.1,0.4,23800,5.712
09/02/1986,0,8.4,0.8,21700,5.208
10/02/1986,0,8.4,0.9,20100,4.824
11/02/1986,0.9,9,0.9,16500,3.96
12/02/1986,0.9,5.8,0.7,14900,3.576
13/02/1986,3.7,2.6,0.5,12900,3.096
14/02/1986,0,0.2,0.4,12400,2.976
15/02/1986,6.4,2.8,0.5,12900,3.096
16/02/1986,4.3,3.6,0.6,10100,2.424
17/02/1986,0,3.5,0.6,9300,2.232
18/02/1986,0.8,1.8,0.5,8500,2.04
19/02/1986,4.5,0.3,0.4,8500,2.04
20/02/1986,0.1,1.3,0.5,8500,2.04
21/02/1986,0,1,0.4,7750,1.86
22/02/1986,8.6,1.2,0.5,7750,1.86
23/02/1986,0.4,2,0.5,9300,2.232
24/02/1986,0,1.8,0.5,8150,1.956
25/02/1986,0,-0.2,0.4,8150,1.956
26/02/1986,0,-1.2,0.3,8500,2.04
27/02/1986,3.8,-1.2,0.3,8500,2.04
28/02/1986,0.5,-2.4,0.2,8150,1.956
01/03/1986,3.3,-0.4,0.4,7750,1.86
02/03/1986,0,1.1,0.5,6350,1.524
03/03/1986,4.4,-0.7,0.4,4790,1.1496
04/03/1986,3.1,-1,0.4,5350,1.284
05/03/1986,0,-1.1,0.3,5700,1.368
06/03/1986,0,-0.9,0.4,5700,1.368
07/03/1986,0,0.4,0.5,5700,1.368
08/03/1986,0,-0.5,0.4,5350,1.284
09/03/1986,0,4.5,0.9,5050,1.212
10/03/1986,0,7.1,1.1,3720,0.8928
11/03/1986,0.7,5.8,1,4510,1.0824
12/03/1986,1.4,6.1,1.1,4790,1.1496
13/03/1986,2.4,5.8,1.1,4790,1.1496
14/03/1986,1.4,3.2,0.8,4510,1.0824
15/03/1986,14.4,3.4,0.8,4790,1.1496
16/03/1986,24.5,8.3,1.4,10600,2.544
17/03/1986,0.6,11,1.6,24300,5.832
18/03/1986,1.4,11.3,1.7,22200,5.328
19/03/1986,0.6,5.6,1.1,21700,5.208
20/03/1986,3.4,10,1.6,20600,4.944
21/03/1986,0,9.2,1.5,19600,4.704
22/03/1986,0,9.8,1.6,18000,4.32
23/03/1986,0,8.8,1.5,13400,3.216
24/03/1986,0,9,1.5,8500,2.04
25/03/1986,4.2,9.7,1.6,8150,1.956
26/03/1986,3.7,8.4,1.5,10100,2.424
27/03/1986,3.3,9.5,1.7,10100,2.424
28/03/1986,4.1,9.1,1.6,11400,2.736
29/03/1986,0,8.5,1.6,11400,2.736
30/03/1986,0.4,7.4,1.4,7750,1.86
31/03/1986,0,7.4,1.5,5350,1.284
01/04/1986,0,10,1.8,8150,1.956
02/04/1986,1.6,10.7,1.9,7000,1.68
03/04/1986,5.7,11.1,2,7000,1.68
04/04/1986,0,9.4,1.8,7000,1.68
05/04/1986,0.2,8.4,1.7,7400,1.776
06/04/1986,1,7.9,1.6,5700,1.368
07/04/1986,0,8.3,1.7,4790,1.1496
08/04/1986,0,10.1,1.9,4790,1.1496
09/04/1986,0,10.7,2,4510,1.0824
10/04/1986,0,11,2.1,4510,1.0824
11/04/1986,4.3,9.1,1.9,4230,1.0152
12/04/1986,24.1,9,1.9,4790,1.1496
13/04/1986,1.2,9.3,1.9,18600,4.464
14/04/1986,0,9.3,1.9,8500,2.04
15/04/1986,0,6.3,1.5,7000,1.68
16/04/1986,0.1,4.8,1.3,7750,1.86
17/04/1986,0,3.8,1.2,7750,1.86
18/04/1986,0,3.4,1.2,7400,1.776
19/04/1986,0,4.3,1.3,6650,1.596
20/04/1986,0,7.1,1.7,5050,1.212
21/04/1986,0,7.2,1.7,3950,0.948
22/04/1986,0,5.6,1.5,4230,1.0152
23/04/1986,0,7.8,1.8,4510,1.0824
24/04/1986,0.9,4.5,1.4,4510,1.0824
25/04/1986,2.1,2.6,1.1,4510,1.0824
26/04/1986,4.5,4.2,1.3,4230,1.0152
27/04/1986,1.5,4.7,1.4,3950,0.948
28/04/1986,10.5,5.7,1.6,2640,0.6336
29/04/1986,41.9,4,1.3,8100,1.944
30/04/1986,0.3,5.6,1.6,27900,6.696
01/05/1986,0.8,5.7,1.6,22200,5.328
02/05/1986,5,6.8,1.8,17000,4.08
03/05/1986,26.4,6,1.7,22200,5.328
04/05/1986,3.7,7.7,2,32700,7.848
05/05/1986,4,7.8,2,29500,7.08
06/05/1986,1.4,5.4,1.6,27400,6.576
07/05/1986,0.7,3,1.3,24300,5.832
08/05/1986,0.1,4,1.4,21700,5.208
09/05/1986,0,9.3,2.2,19100,4.584
10/05/1986,10.7,10,2.4,17500,4.2
11/05/1986,0.6,9.3,2.3,16000,3.84
12/05/1986,0.4,12.5,2.8,12400,2.976
13/05/1986,1.7,14.8,3.2,10100,2.424
14/05/1986,0,11.8,2.7,8900,2.136
15/05/1986,0,11.9,2.7,7000,1.68
16/05/1986,18,13.7,3.1,7750,1.86
17/05/1986,2,11.6,2.7,11400,2.736
18/05/1986,0,15.4,3.3,11400,2.736
19/05/1986,0,16.3,3.5,11000,2.64
20/05/1986,0,16.5,3.5,8150,1.956
21/05/1986,0,15.1,3.3,7000,1.68
22/05/1986,0.1,12.1,2.8,7000,1.68
23/05/1986,6.7,8.4,2.3,4790,1.1496
24/05/1986,4.1,6.3,1.9,7000,1.68
25/05/1986,0,9.4,2.4,5050,1.212
26/05/1986,0,12.4,2.9,3500,0.84
27/05/1986,2.4,12.5,3,3500,0.84
28/05/1986,0,11.9,2.8,3500,0.84
29/05/1986,0,12.2,2.9,3050,0.732
30/05/1986,30.2,14.3,3.3,11500,2.76
31/05/1986,4.1,14.3,3.3,10100,2.424
01/06/1986,0,12,2.9,11800,2.832
02/06/1986,0,13.4,3.1,6650,1.596
03/06/1986,0,16.9,3.8,3150,0.756
04/06/1986,0.5,18,4,4750,1.14
05/06/1986,2.1,17.2,3.8,4750,1.14
06/06/1986,0,12.1,3,4750,1.14
07/06/1986,0,10.8,2.7,4750,1.14
08/06/1986,1.7,13,3.1,4270,1.0248
09/06/1986,5.4,10.3,2.6,3550,0.852
10/06/1986,9.1,7.6,2.2,3790,0.9096
11/06/1986,0,9.6,2.5,4270,1.0248
12/06/1986,0,11.3,2.8,3790,0.9096
13/06/1986,0,11.4,2.8,3790,0.9096
14/06/1986,0.6,13,3.1,3150,0.756
15/06/1986,0,15.8,3.6,2750,0.66
16/06/1986,0.2,17.5,3.9,2390,0.5736
17/06/1986,3.1,15.3,3.5,2230,0.5352
18/06/1986,0,12.8,3.1,2390,0.5736
19/06/1986,0,13.3,3.2,2390,0.5736
20/06/1986,0,15.6,3.6,2230,0.5352
21/06/1986,0,17.4,3.9,2230,0.5352
22/06/1986,23,19.5,4.3,2070,0.4968
23/06/1986,15.4,14.4,3.4,8300,1.992
24/06/1986,0,16.2,3.7,8900,2.136
25/06/1986,0.2,16.6,3.8,4750,1.14
26/06/1986,12.8,16.7,3.8,3790,0.9096
27/06/1986,5.3,14.6,3.4,4750,1.14
28/06/1986,12.4,14.7,3.4,6300,1.512
29/06/1986,14.2,14.9,3.5,15200,3.648
30/06/1986,0,16.1,3.7,12300,2.952
01/07/1986,2,17.2,3.8,10100,2.424
02/07/1986,4.7,18.1,4,9300,2.232
03/07/1986,0.1,15.8,3.6,7000,1.68
04/07/1986,0,13.5,3.2,6000,1.44
05/07/1986,0,17.3,3.8,4750,1.14
06/07/1986,0,16.9,3.8,4270,1.0248
07/07/1986,0,15.4,3.5,3790,0.9096
08/07/1986,0,17,3.8,3350,0.804
09/07/1986,0,19.3,4.2,2750,0.66
10/07/1986,0,17.2,3.8,2750,0.66
11/07/1986,0,20.3,4.3,2550,0.612
12/07/1986,0.5,23.2,4.8,2550,0.612
13/07/1986,26.4,17.8,3.8,2750,0.66
14/07/1986,0.1,14.5,3.3,4510,1.0824
15/07/1986,0.6,16.1,3.6,3790,0.9096
16/07/1986,2.5,15.3,3.4,2550,0.612
17/07/1986,7.4,14.2,3.2,2550,0.612
18/07/1986,3.5,11.7,2.8,2950,0.708
19/07/1986,0.3,11.2,2.7,2750,0.66
20/07/1986,3.1,11.5,2.7,2750,0.66
21/07/1986,0.1,15.3,3.4,2750,0.66
22/07/1986,0,15.4,3.4,2550,0.612
23/07/1986,0,18.1,3.8,2550,0.612
24/07/1986,1.1,16.6,3.6,2070,0.4968
25/07/1986,0,14.6,3.2,2070,0.4968
26/07/1986,0,15.6,3.4,1910,0.4584
27/07/1986,0,19.2,3.9,1910,0.4584
28/07/1986,0,19,3.9,1750,0.42
29/07/1986,0,21.3,4.3,1490,0.3576
30/07/1986,4.1,18.8,3.8,1360,0.3264
31/07/1986,0.6,18.9,3.8,1490,0.3576
01/08/1986,0,19.3,3.9,1490,0.3576
02/08/1986,0,20.3,4,1360,0.3264
03/08/1986,0.8,23.5,4.5,1360,0.3264
04/08/1986,4,17.7,3.6,1360,0.3264
05/08/1986,0,14.8,3.1,1230,0.2952
06/08/1986,0,15.4,3.2,1230,0.2952
07/08/1986,0.3,19.6,3.8,1230,0.2952
08/08/1986,3.4,16.6,3.3,1100,0.264
09/08/1986,2.7,15.2,3.1,1100,0.264
10/08/1986,0.8,15.6,3.1,1230,0.2952
11/08/1986,0,14,2.9,1230,0.2952
12/08/1986,0,16.7,3.3,1100,0.264
13/08/1986,0.1,22.8,4.1,1100,0.264
14/08/1986,0,24,4.3,1100,0.264
15/08/1986,0,24.3,4.3,1100,0.264
16/08/1986,0,26.3,4.6,1000,0.24
17/08/1986,0.7,20,3.7,900,0.216
18/08/1986,1.6,16.9,3.2,900,0.216
19/08/1986,0,15.8,3,900,0.216
20/08/1986,0.4,16.8,3.1,900,0.216
21/08/1986,24.9,17.5,3.2,900,0.216
22/08/1986,2.5,15.4,2.9,1360,0.3264
23/08/1986,0,15.9,2.9,1360,0.3264
24/08/1986,0,16.1,2.9,1360,0.3264
25/08/1986,0,16.4,2.9,1230,0.2952
26/08/1986,3.7,17,3,1100,0.264
27/08/1986,0,13.2,2.5,1100,0.264
28/08/1986,0,11.6,2.3,1100,0.264
29/08/1986,6.1,15.7,2.8,1100,0.264
30/08/1986,58.9,13.7,2.5,1360,0.3264
31/08/1986,0,12.7,2.3,8900,2.136
01/09/1986,1.3,14,2.5,2750,0.66
02/09/1986,17.5,15.2,2.6,2070,0.4968
03/09/1986,2,12.7,2.3,3150,0.756
04/09/1986,0,13.2,2.3,2750,0.66
05/09/1986,11.7,18.4,3,2390,0.5736
06/09/1986,3.3,11.8,2.1,2230,0.5352
07/09/1986,0,13.4,2.3,3150,0.756
08/09/1986,0,17.3,2.7,2550,0.612
09/09/1986,6.3,16.5,2.6,2070,0.4968
10/09/1986,0,12,2.1,2390,0.5736
11/09/1986,0,16.4,2.6,2230,0.5352
12/09/1986,0,19.5,2.9,2070,0.4968
13/09/1986,0,17.5,2.7,1490,0.3576
14/09/1986,0.1,17.5,2.6,1490,0.3576
15/09/1986,10.2,17.1,2.5,1750,0.42
16/09/1986,9.8,14,2.2,3350,0.804
17/09/1986,6,14.6,2.2,4370,1.0488
18/09/1986,17.3,13,2,3550,0.852
19/09/1986,3.2,12.7,2,6000,1.44
20/09/1986,0,10.2,1.7,6000,1.44
21/09/1986,3.2,9.3,1.6,4750,1.14
22/09/1986,0.8,9.1,1.5,3550,0.852
23/09/1986,11,9.8,1.6,3790,0.9096
24/09/1986,9.3,7.9,1.3,4270,1.0248
25/09/1986,8.5,8.6,1.4,6000,1.44
26/09/1986,1.8,8,1.3,7400,1.776
27/09/1986,9.2,11.7,1.7,6000,1.44
28/09/1986,1.5,8.2,1.3,6650,1.596
29/09/1986,10.5,6.4,1.1,6000,1.44
30/09/1986,3.7,4.8,1,8900,2.136
01/10/1986,0.3,4.8,1,8100,1.944
02/10/1986,16.4,4.5,0.9,6650,1.596
03/10/1986,17.8,4.7,0.9,19200,4.608
04/10/1986,0,4.8,0.9,25200,6.048
05/10/1986,1.1,4.9,0.9,21700,5.208
06/10/1986,1,7.5,1.1,17200,4.128
07/10/1986,13,6.4,1,18700,4.488
08/10/1986,8.6,6.5,1,20200,4.848
09/10/1986,0.9,5.9,1,18700,4.488
10/10/1986,8.2,6.1,0.9,17200,4.128
11/10/1986,5.2,4.7,0.8,17200,4.128
12/10/1986,1.6,3.8,0.8,16200,3.888
13/10/1986,0,3.8,0.7,14200,3.408
14/10/1986,2.2,3.5,0.7,11800,2.832
15/10/1986,1.2,1.7,0.5,11800,2.832
16/10/1986,5.2,3.9,0.7,10500,2.52
17/10/1986,1.2,7.3,0.9,10500,2.52
18/10/1986,11.2,7.7,1,8900,2.136
19/10/1986,27.7,9.1,1.1,14700,3.528
20/10/1986,19.2,6.4,0.9,31700,7.608
21/10/1986,3.9,2.1,0.6,40900,9.816
22/10/1986,1.5,1.6,0.5,35700,8.568
23/10/1986,9.5,3,0.6,31200,7.488
24/10/1986,2.2,5.4,0.7,32200,7.728
25/10/1986,3.9,6,0.8,27200,6.528
26/10/1986,2.6,5.6,0.7,26200,6.288
27/10/1986,5.1,7,0.8,24700,5.928
28/10/1986,7.7,3.6,0.6,25700,6.168
29/10/1986,8,1.4,0.4,25700,6.168
30/10/1986,16.3,1,0.4,24700,5.928
31/10/1986,3.6,0.2,0.3,27700,6.648
01/11/1986,0,1.7,0.4,26200,6.288
02/11/1986,0.7,4.5,0.6,25200,6.048
03/11/1986,12.3,3.7,0.6,23700,5.688
04/11/1986,4.4,2.5,0.5,28700,6.888
05/11/1986,1.1,1.9,0.4,26700,6.408
06/11/1986,0,0.7,0.3,24200,5.808
07/11/1986,0,0.5,0.3,24200,5.808
08/11/1986,0.1,1.2,0.4,23700,5.688
09/11/1986,1.4,5.8,0.6,22000,5.28
10/11/1986,4,4.7,0.5,21000,5.04
11/11/1986,0.2,4.7,0.5,19400,4.656
12/11/1986,0.3,7,0.7,17600,4.224
13/11/1986,0,7.3,0.7,15800,3.792
14/11/1986,0,11.3,0.9,14000,3.36
15/11/1986,8.6,12.7,0.9,12200,2.928
16/11/1986,0.1,9.2,0.8,10900,2.616
17/11/1986,1.7,7.8,0.7,10000,2.4
18/11/1986,13.9,7.4,0.6,9500,2.28
19/11/1986,0,4.3,0.5,9700,2.328
20/11/1986,1.6,6.6,0.6,10600,2.544
21/11/1986,1.2,6,0.5,10900,2.616
22/11/1986,0.5,9.6,0.7,9700,2.328
23/11/1986,8.3,7.9,0.6,8100,1.944
24/11/1986,0.8,4,0.4,8100,1.944
25/11/1986,3.9,5.8,0.5,8100,1.944
26/11/1986,30.4,7.1,0.6,7400,1.776
27/11/1986,10.2,10,0.7,22200,5.328
28/11/1986,5.2,5,0.5,37700,9.048
29/11/1986,2.8,2.9,0.4,36200,8.688
30/11/1986,9.3,4.9,0.5,32200,7.728
01/12/1986,1.4,7.5,0.6,34200,8.208
02/12/1986,0.1,7.4,0.6,28200,6.768
03/12/1986,0,5.2,0.4,25200,6.048
04/12/1986,2.6,3,0.3,22200,5.328
05/12/1986,0.5,3.9,0.4,21200,5.088
06/12/1986,2.5,3.9,0.4,19200,4.608
07/12/1986,6,4.5,0.4,17200,4.128
08/12/1986,3.2,6.1,0.5,16200,3.888
09/12/1986,2.5,5.5,0.5,14700,3.528
10/12/1986,0.8,3.2,0.3,14200,3.408
11/12/1986,3.6,0.8,0.3,14200,3.408
12/12/1986,14.9,-0.4,0.2,13700,3.288
13/12/1986,1.1,2.5,0.3,20200,4.848
14/12/1986,0.2,0.2,0.2,20700,4.968
15/12/1986,5.1,3,0.3,20700,4.968
16/12/1986,3.2,3.9,0.4,21200,5.088
17/12/1986,1.7,7.9,0.5,20200,4.848
18/12/1986,1.1,3.6,0.4,18200,4.368
19/12/1986,1.3,3.7,0.4,16700,4.008
20/12/1986,0,3.2,0.3,14200,3.408
21/12/1986,0,2.4,0.3,11400,2.736
22/12/1986,0,4.1,0.4,8100,1.944
23/12/1986,0,5.7,0.4,10500,2.52
24/12/1986,3.1,8.4,0.6,9700,2.328
25/12/1986,0,6.7,0.5,6650,1.596
26/12/1986,0,10.7,0.7,9700,2.328
27/12/1986,7.3,7.8,0.5,8100,1.944
28/12/1986,2.7,9.8,0.6,8100,1.944
29/12/1986,2.7,8.9,0.6,7400,1.776
30/12/1986,0,1.4,0.3,7400,1.776
31/12/1986,0,-2.8,0.1,6650,1.596
01/01/1987,0,-2.2,0.1,5150,1.236
02/01/1987,0,-3.6,0.1,5150,1.236
03/01/1987,0,-2.5,0.1,6050,1.452
04/01/1987,0,-1.6,0.1,6050,1.452
05/01/1987,0,-2.6,0.1,4250,1.02
06/01/1987,0,-0.9,0.2,4250,1.02
07/01/1987,8.1,1.8,0.3,6050,1.452
08/01/1987,5.9,6.5,0.5,8400,2.016
09/01/1987,0,4.2,0.4,12100,2.904
10/01/1987,0,3.3,0.4,8400,2.016
11/01/1987,0,5.5,0.5,7000,1.68
12/01/1987,0,5.3,0.5,6050,1.452
